idpunto;LAT_ND_W84;LON_ND_W84;NORD_ND_GB;EST_ND_GB;FUSO;codISTAT05;nomedist05;codcfor;Wnef_ha;Cnef_ha;Clt_ha;Cor_ha;Css_ha;Csp_ha
24615;46.06436422;12.74938689;5103684;2345937;Est;006;Friuli-Venezia Giulia;19;0;0;0.202036521;3.313301185;67.24854465;81.66285761
24637;46.06436422;13.03372222;5103101;2367928;Est;006;Friuli-Venezia Giulia;9;0;0;0.177814815;0;49.46477611;44.11859397
24898;46.05536757;11.08237038;5102330;1661109;Ovest;0042;Trentino;11;0.208960537;0.104480269;2.178407874;1.437153484;43.14160358;67.51590017
24940;46.05536757;11.62510422;5103573;1703092;Ovest;0042;Trentino;13;1.35089569;0.675447845;4.607783158;1.075983672;44.14712803;78.54258116
25314;46.04637091;11.14719344;5101464;1666150;Ovest;0042;Trentino;5;1.028562944;0.514281472;18.30804758;18.10783256;63.3790402;88.87192896
25365;46.04637091;11.8061204;5103052;1717129;Ovest;005;Veneto;8;2.55996386;1.27998193;3.765333425;0.584800948;39.34626243;32.59931509
25366;46.04637091;11.81904054;5103087;1718129;Ovest;005;Veneto;8;3.53758594;1.76879297;5.696328704;5.612211746;40.17161643;69.06852332
25552;46.03737423;8.74464988;5098252;1480267;Ovest;003;Lombardia;11;2.436985134;1.218492567;2.177339334;0.613067468;73.49078878;82.85938763
25561;46.03737423;9.04176479;5098222;1503258;Ovest;003;Lombardia;8;3.997189168;1.998594584;2.937514322;14.97870693;69.42921036;31.70124399
26125;46.02837753;11.03137343;5099229;1657240;Ovest;0042;Trentino;14;4.428644165;2.214322082;5.229047981;7.728039214;53.24807464;50.38038073
26126;46.02837753;11.04428937;5099255;1658240;Ovest;0042;Trentino;1;0.900681604;0.450340802;0.552761078;6.799877431;41.31284542;33.03521687
26172;46.02837753;11.63842278;5100608;1704221;Ovest;0042;Trentino;24;1.470370307;0.735185154;9.908259652;9.075252794;29.14408551;23.15937878
26938;46.01038411;10.95436367;5097081;1651329;Ovest;0042;Trentino;5;0.066199619;0.03309981;3.942557008;9.96189485;19.41514942;7.265796738
27344;46.00138737;10.94169679;5096057;1650373;Ovest;0042;Trentino;9;0;0;5.393569347;10.98441582;9.483218251;4.358593521
27461;46.00138737;12.45212722;5097380;2322723;Est;006;Friuli-Venezia Giulia;14;0.025040726;0.012520363;1.67006331;8.390095698;81.43559687;50.03350275
27559;45.99239062;8.17972159;5093550;1436501;Ovest;001;Piemonte;8;1.300063766;0.650031883;0.521086822;7.63166789;49.01702331;47.52979412
27817;45.99239062;11.74221088;5096881;1712391;Ovest;005;Veneto;8;0.873012124;0.436506062;3.218702364;7.995439575;27.3042458;17.02518775
28066;45.98339386;9.56129994;5092377;1543502;Ovest;003;Lombardia;7;0;0;1.555752023;1.367681767;45.53789198;36.6936307
28075;45.98339386;9.67744925;5092447;1552499;Ovest;003;Lombardia;3;1.035167996;0.517583998;0.60984493;1.043486455;40.13629124;19.55116522
28201;45.98339386;11.3035396;5094805;1678449;Ovest;0042;Trentino;5;2.193094141;1.09654707;6.649644374;18.39020385;45.56649521;63.40811762
28529;45.97439708;9.97467654;5091686;1575533;Ovest;003;Lombardia;3;0;0;0.221894136;3.655093543;14.645036;11.27117428
28829;45.96540029;8.07858651;5090636;1428634;Ovest;001;Piemonte;3;1.541515161;0.770757581;1.120235981;1.435928334;42.62440071;44.09320844
28834;45.96540029;8.14309301;5090581;1433632;Ovest;001;Piemonte;14;2.006844709;1.003422355;1.962032895;5.00046675;31.89118706;37.36426778
29104;45.96540029;11.76835832;5093952;1714520;Ovest;005;Veneto;9;1.906362393;0.953181196;0.35026104;2.753463667;35.56983974;7.930536134
29320;45.95640348;8.72425493;5089261;1478658;Ovest;003;Lombardia;20;1.717806481;0.858903241;1.414798427;2.447108223;64.21962922;75.37476913
29364;45.95640348;9.43371159;5089316;1533636;Ovest;003;Lombardia;11;0.36827159;0.184135795;3.394122063;0.662031659;22.73310167;20.09173165
29384;45.95640348;9.69169584;5089458;1553628;Ovest;003;Lombardia;2;4.220317151;2.110158575;7.63676919;14.18593205;41.90716904;31.13552767
29471;45.95640348;10.81392729;5090825;1640593;Ovest;0042;Trentino;2;11.26672141;5.633360707;14.47028678;53.24569443;26.97567528;12.68119495
29515;45.95640348;11.38149262;5091984;1684576;Ovest;005;Veneto;3;0;0;0.728152213;1.53554899;58.69902306;76.04304372
29907;45.94740666;10.56914695;5089424;1621645;Ovest;0042;Trentino;11;1.367692455;0.683846227;9.567462212;13.88528565;58.84899089;30.9441936
29961;45.94740666;11.26559171;5090722;1675623;Ovest;0042;Trentino;2;0.269876596;0.134938298;3.39766328;3.107954438;28.88580547;32.76420583
29964;45.94740666;11.30428309;5090808;1678622;Ovest;0042;Trentino;3;9.187917406;4.593958703;14.9204473;11.64481915;39.87856799;53.57026482
30543;45.93840983;12.89055855;5089391;2356485;Est;006;Friuli-Venezia Giulia;13;0.575469187;0.287734594;2.08542432;1.960549709;26.72670044;12.14399171
31327;45.92041612;11.11147672;5087396;1663758;Ovest;0042;Trentino;12;0.386260387;0.193130193;7.40108584;9.783945097;23.8531743;42.84947614
31345;45.92041612;11.34351239;5087898;1681751;Ovest;005;Veneto;8;0;0;4.342088524;18.41754651;19.08207487;0
31395;45.92041612;11.9880559;5089571;1731731;Ovest;005;Veneto;4;1.038935824;0.519467912;25.02225822;9.262222648;14.73601268;25.60382203
31448;45.92041612;12.67127202;5087864;2339428;Est;006;Friuli-Venezia Giulia;18;0;0;0;0;82.69023989;189.8283975
31479;45.92041612;13.07088899;5087038;2370416;Est;006;Friuli-Venezia Giulia;13;0;0;2.879328111;0;45.79795314;58.56917849
31714;45.91141924;10.01614645;5084729;1578835;Ovest;003;Lombardia;5;0;0;1.130904797;10.56305671;59.34294401;34.82460812
31840;45.91141924;11.64013363;5087618;1704785;Ovest;005;Veneto;2;0.706896804;0.353448402;8.474443667;5.939174264;57.60745604;49.13080237
31875;45.91141924;12.09124118;5088876;1739770;Ovest;005;Veneto;12;2.389963367;1.194981683;1.827356602;2.187672947;37.0434091;47.17043901
32148;45.90242235;9.42375151;5083314;1532896;Ovest;003;Lombardia;14;0.713516766;0.356758383;3.953385388;11.15976019;0;0
32246;45.90242235;10.68664862;5084611;1630857;Ovest;0042;Trentino;5;1.573738411;0.786869205;10.82030682;19.09532365;67.79111919;57.11309367
32248;45.90242235;10.71242203;5084654;1632857;Ovest;0042;Trentino;9;1.342346421;0.67117321;9.285302981;20.43813897;20.88521393;15.26175909
32304;45.90242235;11.43407751;5086109;1688834;Ovest;005;Veneto;3;5.636975863;2.818487932;7.293358924;17.4147096;37.72203806;14.66595329
32437;45.90242235;13.1480093;5084897;2376349;Est;006;Friuli-Venezia Giulia;18;0;0;0;0;50.27720135;61.66013072
32768;45.89342544;11.18943406;5084560;1669885;Ovest;0042;Trentino;3;0.586782722;0.293391361;8.717570489;5.98058955;40.06074958;30.27033029
32921;45.89342544;13.16078155;5083874;2377317;Est;006;Friuli-Venezia Giulia;13;0;0;2.662569444;3.839009994;36.51143183;63.933256
33708;45.87543159;10.67462304;5081593;1629988;Ovest;0042;Trentino;8;5.204726637;2.602363319;11.11559032;22.14736335;62.95369589;84.43944722
33796;45.87543159;11.80810397;5084065;1717952;Ovest;005;Veneto;2;0.824652989;0.412326495;0.897005606;20.71295749;35.31758399;65.63562631
34071;45.86643464;8.82042209;5079244;1486088;Ovest;003;Lombardia;9;1.288696416;0.644348208;2.70453884;6.593838939;13.03936282;9.256023082
34389;45.86643464;13.03165464;5081114;2367225;Est;006;Friuli-Venezia Giulia;18;0;0;0.099922815;0;67.11371404;73.45729488
34744;45.85743768;11.15161992;5080481;1667060;Ovest;0042;Trentino;3;0.542349896;0.271174948;8.799658267;56.69342225;0;0
34926;45.85743768;13.49510833;5079333;2403179;Est;006;Friuli-Venezia Giulia;7;0;0;0;2.167228148;37.56883855;42.1011439
34985;45.8484407;7.6114153;5078166;1392212;Ovest;002;Valle d'Aosta;2;0.182827245;0.091413622;2.670468087;0.027535936;26.36196451;28.03710098
35142;45.8484407;9.76141235;5077511;1559145;Ovest;003;Lombardia;8;0.278038401;0.1390192;4.688393924;27.08538596;29.44964139;8.540605745
35204;45.8484407;10.55961485;5078413;1621121;Ovest;0042;Trentino;11;2.419725318;1.209862659;5.302941462;5.632442427;8.69096844;3.809962252
35208;45.8484407;10.61111178;5078492;1625119;Ovest;0042;Trentino;8;2.421409812;1.210704906;8.185398194;24.97382017;42.78773543;65.33566826
35398;45.8484407;13.05721621;5079067;2369161;Est;006;Friuli-Venezia Giulia;18;0;0;0;0.620079444;61.00759214;78.31502701
35415;45.8484407;13.27607819;5078677;2386154;Est;006;Friuli-Venezia Giulia;12;1.954446551;0.977223275;1.666262963;0;37.33971303;35.02754914
35708;45.83944371;10.50843125;5077337;1617166;Ovest;0042;Trentino;2;5.712158023;2.856079011;9.55064303;52.83883643;15.18565675;18.98983349
35743;45.83944371;10.95895681;5078097;1652152;Ovest;0042;Trentino;12;0.344525844;0.172262922;8.881305023;5.840514914;22.43151007;12.91951201
35787;45.83944371;11.52533179;5079332;1696134;Ovest;005;Veneto;3;0.749494819;0.37474741;11.40237223;61.82465109;0;0
35865;45.83944371;12.52936017;5082291;1774102;Ovest;005;Veneto;18;0;0;0.366022139;2.963669092;40.42975157;61.22267197
35984;45.8304467;7.30409337;5076628;1368308;Ovest;002;Valle d'Aosta;2;0.069077864;0.034538932;7.015560317;5.38973348;30.44582893;28.3546247
36006;45.8304467;7.58723523;5076200;1390299;Ovest;002;Valle d'Aosta;14;0.928347083;0.464173542;1.998971406;13.75339126;14.64327515;14.80615086
36204;45.8304467;10.19986241;5075930;1593218;Ovest;003;Lombardia;7;2.525607405;1.262803703;3.040558572;14.15550267;34.09000101;28.89031644
36327;45.8304467;11.78288282;5078998;1716170;Ovest;005;Veneto;5;0.722895227;0.361447613;4.042107388;29.17799271;50.47352225;72.79045165
36335;45.8304467;11.8858435;5079282;1724166;Ovest;005;Veneto;11;0;0;2.842450996;1.648206626;30.45028314;31.42549245
36454;45.8304467;13.41738357;5076451;2397086;Est;006;Friuli-Venezia Giulia;13;0.794991819;0.39749591;1.344588937;0;87.3537791;100.1153301
36724;45.82144968;10.16162117;5074887;1590263;Ovest;003;Lombardia;2;0.185358934;0.092679467;4.573514558;8.278785151;33.26056491;53.06833831
36846;45.82144968;11.73151858;5077861;1712215;Ovest;005;Veneto;12;4.070072221;2.035036111;7.660787136;26.07559552;46.78458968;0
37069;45.81245265;7.82038905;5073907;1408378;Ovest;002;Valle d'Aosta;1;0.970060033;0.485030016;0.771650136;2.414226174;31.75912639;31.14446242
37109;45.81245265;8.33502663;5073445;1448362;Ovest;001;Piemonte;11;1.722525307;0.861262654;3.785268539;4.484009104;39.06745365;58.1498385
37337;45.81245265;11.2684608;5075735;1676272;Ovest;005;Veneto;14;0;0;2.382090982;1.914442588;55.11988188;60.54075915
37597;45.8034556;7.83399854;5072892;1409421;Ovest;002;Valle d'Aosta;1;0;0;0.03527895;0;42.04707012;41.05056466
37646;45.8034556;8.46432808;5072370;1458401;Ovest;001;Piemonte;13;0.574209741;0.28710487;0.431407542;0.60859696;47.45285348;44.67299184
38078;45.79445854;7.23023723;5072753;1362483;Ovest;002;Valle d'Aosta;2;0;0;5.55075557;12.20034259;15.5498698;8.659767544
38654;45.78546146;7.82262485;5070905;1408508;Ovest;002;Valle d'Aosta;14;2.255902284;1.127951142;4.342598499;4.746321969;24.79904523;13.22490731
38894;45.78546146;10.90895976;5072005;1648413;Ovest;0042;Trentino;8;5.107670158;2.553835079;8.528014163;22.06107047;19.21849508;26.74475566
38925;45.78546146;11.30761136;5072823;1679401;Ovest;005;Veneto;8;8.377717864;4.188858932;2.980991609;1.058268036;52.45733834;28.2010596
39005;45.78546146;12.33638966;5075649;1759368;Ovest;005;Veneto;13;1.972671419;0.986335709;0.862222222;3.638636667;20.80784946;38.86816055
39091;45.78546146;13.44232634;5071414;2398925;Est;006;Friuli-Venezia Giulia;18;0;0;0.948243187;0;64.15343842;137.0987214
39373;45.77646437;10.18917896;5069920;1592478;Ovest;003;Lombardia;2;0.137004429;0.068502215;1.941514269;6.572583324;50.44172683;64.95340026
39422;45.77646437;10.81920433;5070843;1641460;Ovest;005;Veneto;15;0;0;5.226618253;11.91164772;1.906126225;0
39438;45.77646437;11.02492689;5071227;1657452;Ovest;0042;Trentino;12;3.829319358;1.914659679;1.561617927;17.51264897;59.63097175;75.89843664
39721;45.76746727;7.81125801;5068919;1407594;Ovest;002;Valle d'Aosta;1;5.373347071;2.686673535;7.206795311;4.101295425;25.35227407;33.57476798
39759;45.76746727;8.29977056;5068471;1445579;Ovest;001;Piemonte;11;4.244464578;2.122232289;2.667219764;0.907718404;55.03735147;103.8402623
39811;45.76746727;8.96826142;5068233;1497559;Ovest;003;Lombardia;9;0.711750686;0.355875343;5.372998375;4.351191069;46.93509561;64.51610004
39919;45.76746727;10.3566655;5069129;1605516;Ovest;003;Lombardia;8;0;0;3.019807022;4.925166312;21.09673746;22.71800701
39945;45.76746727;10.69091093;5069624;1631506;Ovest;003;Lombardia;4;0.775686843;0.387843421;12.51559418;7.420382862;45.30995352;27.62518124
40218;45.75847015;7.34927696;5068558;1371652;Ovest;002;Valle d'Aosta;9;0.735147646;0.367573823;1.029265452;0;17.04403614;7.241115889
40236;45.75847015;7.58064044;5068212;1389645;Ovest;002;Valle d'Aosta;24;2.998416335;1.499208167;3.408528765;1.628328399;41.18299516;19.80445223
40424;45.75847015;9.99710354;5067717;1577570;Ovest;003;Lombardia;24;0.025040726;0.012520363;2.025592558;0.715703172;51.28564853;25.16487785
40524;45.75847015;11.28245625;5069768;1677531;Ovest;005;Veneto;5;0;0;4.59345802;0;29.95929963;20.84275746
40525;45.75847015;11.29530978;5069797;1678531;Ovest;005;Veneto;5;0.794752557;0.397376278;3.467271777;11.22023324;31.88996102;22.47656773
40724;45.74947301;7.05451325;5068073;1348705;Ovest;002;Valle d'Aosta;13;0.396391773;0.198195887;4.39352424;3.639999673;54.91223822;71.41026926
41004;45.74947301;10.65292256;5067563;1628593;Ovest;003;Lombardia;4;0.917324972;0.458662486;2.389883892;6.837506394;41.84953003;79.98013817
41285;45.74047587;7.46656097;5066377;1380735;Ovest;002;Valle d'Aosta;14;5.023925934;2.511962967;4.339678718;0.716824387;25.43569391;45.37267185
41817;45.7314787;7.46736154;5065376;1380778;Ovest;002;Valle d'Aosta;9;1.020093006;0.510046503;3.00496339;5.79965885;21.23576823;42.66919729
41985;45.7314787;9.62571369;5064424;1548711;Ovest;003;Lombardia;14;0.421950616;0.210975308;1.206562163;0.93169539;26.15039137;22.84650419
42294;45.7314787;13.73686065;5065014;2421726;Est;006;Friuli-Venezia Giulia;9;4.898037652;2.449018826;2.784000148;3.832610359;23.35372009;0
42296;45.7314787;13.76255531;5064982;2423725;Est;006;Friuli-Venezia Giulia;9;0.892147134;0.446073567;3.580962047;6.373031276;41.3652365;26.30103219
42317;45.72248153;7.05711303;5065069;1348834;Ovest;002;Valle d'Aosta;3;2.476621835;1.238310917;2.959651409;6.850972225;22.09127251;26.57165599
42345;45.72248153;7.41678064;5064453;1376823;Ovest;002;Valle d'Aosta;14;0.050225363;0.025112682;4.310369431;2.475136396;29.39085026;31.22943424
42348;45.72248153;7.45531645;5064395;1379822;Ovest;002;Valle d'Aosta;9;0.618556014;0.309278007;3.409923146;0.433714593;16.86970645;14.60430134
42365;45.72248153;7.67368608;5064089;1396814;Ovest;002;Valle d'Aosta;11;3.674263406;1.837131703;2.069467108;0;25.42201739;0
42544;45.72248153;9.97298975;5063695;1575743;Ovest;003;Lombardia;12;0;0;2.666616593;0.732302473;49.13117436;43.85619152
42636;45.72248153;11.15475476;5065494;1667707;Ovest;0042;Trentino;8;2.298744502;1.149372251;9.54401981;36.6431485;29.50323242;35.44475701
42859;45.71348434;7.14788127;5063902;1355874;Ovest;002;Valle d'Aosta;5;0.139594849;0.069797425;4.858732479;14.7163421;10.96741091;2.582865986
42906;45.71348434;7.75151217;5062992;1402855;Ovest;002;Valle d'Aosta;4;0.170316308;0.085158154;2.295236717;2.309994047;20.43087863;30.1271442
43017;45.71348434;9.17710854;5062250;1513811;Ovest;003;Lombardia;9;5.358644955;2.679322478;3.477560849;0.620379037;24.29119759;40.06129618
43948;45.69548991;7.6246291;5061155;1392945;Ovest;002;Valle d'Aosta;4;0.220761339;0.110380669;12.85054891;4.935322438;19.04582455;21.49975788
43951;45.69548991;7.66314637;5061104;1395944;Ovest;002;Valle d'Aosta;9;0;0;4.35045484;0.165132742;15.48893726;26.86829058
43965;45.69548991;7.84289364;5060886;1409939;Ovest;002;Valle d'Aosta;4;0.621197739;0.310598869;8.36547577;4.624543889;0;0
44237;45.69548991;11.33512633;5062889;1681831;Ovest;005;Veneto;14;0;0;0.661592379;0.140682455;37.02780835;31.5182141
44423;45.68649268;7.13759584;5060922;1355004;Ovest;002;Valle d'Aosta;14;1.180045492;0.590022746;2.49540806;0;56.56412331;37.89346697
44458;45.68649268;7.58689197;5060207;1389990;Ovest;002;Valle d'Aosta;4;3.693891805;1.846945902;7.233270126;3.052616428;9.374682621;5.932761751
45463;45.66849817;7.65261575;5058119;1395074;Ovest;002;Valle d'Aosta;8;0;0;2.487237739;0;12.0486836;10.37175112
46377;45.6595009;13.09367037;5058007;2371491;Est;006;Friuli-Venezia Giulia;6;0.948375048;0.474187524;3.886794056;0.277662898;76.81499888;175.8125281
46686;45.65050361;10.75872452;5056743;1637065;Ovest;005;Veneto;12;2.159188791;1.079594395;2.935076752;4.509408116;33.07064865;16.64764378
46931;45.6415063;7.66774769;5055101;1396203;Ovest;002;Valle d'Aosta;11;0;0;0.715192051;1.676699473;13.12140813;9.4193064
46969;45.6415063;8.15516437;5054585;1434188;Ovest;001;Piemonte;9;0.833409127;0.416704564;3.843760448;12.30372201;42.34626718;37.30172384
47412;45.63250898;7.61721449;5054168;1392248;Ovest;002;Valle d'Aosta;2;0.063897024;0.031948512;2.212355436;1.835060084;23.76133572;0
47429;45.63250898;7.83523443;5053898;1409240;Ovest;002;Valle d'Aosta;11;0.466627219;0.233313609;2.93443031;17.22654227;25.73458257;47.99435541
47432;45.63250898;7.87370854;5053855;1412239;Ovest;002;Valle d'Aosta;8;0.775920508;0.387960254;6.673796576;4.316413893;20.88097401;15.89603628
47629;45.63250898;10.40017487;5054192;1609161;Ovest;003;Lombardia;11;0.157585533;0.078792767;1.789091942;5.296540593;38.33853852;52.14344638
47661;45.63250898;10.81056534;5054833;1641149;Ovest;005;Veneto;10;0.94529753;0.472648765;2.269762013;0.408168789;58.82094911;24.06351483
47837;45.63250898;13.06771293;5061294;1817077;Ovest;005;Veneto;5;0.867085383;0.433542692;6.773697905;1.059105249;80.90305402;128.1972351
47930;45.62351165;7.98984482;5052734;1421279;Ovest;001;Piemonte;7;3.286019209;1.643009605;3.37590459;1.861700554;40.46436242;11.07958453
48153;45.62351165;10.8492959;5053903;1644191;Ovest;005;Veneto;15;0.347116264;0.173558132;4.148872321;27.32544578;25.0188688;0
48876;45.60551694;7.86308623;5050867;1411369;Ovest;002;Valle d'Aosta;1;1.365668656;0.682834328;15.60520201;9.826057626;21.30075269;8.159829594
49065;45.60551694;10.28579223;5051044;1600294;Ovest;003;Lombardia;9;0;0;2.626806215;26.65720775;79.43015325;48.50132818
49802;45.58752218;7.6851504;5049081;1397461;Ovest;002;Valle d'Aosta;1;0.649685101;0.32484255;3.508458432;7.23315744;17.25916427;16.21527969
49882;45.58752218;8.7103067;5048281;1477429;Ovest;003;Lombardia;14;0;0;3.120856074;13.72488507;49.45361695;64.78597636
50312;45.57852477;8.22403289;5047533;1439487;Ovest;001;Piemonte;14;0;0;0.507800544;0.292847531;28.22658105;27.05590376
50812;45.56952736;8.72431209;5046278;1478514;Ovest;003;Lombardia;14;0.141897445;0.070948722;2.606016928;0;37.71463845;53.81755252
50982;45.56952736;10.90207351;5048002;1648448;Ovest;005;Veneto;9;0.094118589;0.047059295;8.71609016;12.77848087;58.64443159;56.9789171
50990;45.56952736;11.0045564;5048197;1656445;Ovest;005;Veneto;12;6.278703336;3.139351668;4.654244543;8.982991244;1.525643016;0
51397;45.56052992;10.37717996;5046164;1607507;Ovest;003;Lombardia;12;0.148096925;0.074048463;1.289554425;0.098599432;55.72230871;77.22873153
51631;45.55153248;7.57293737;5045232;1388636;Ovest;001;Piemonte;1;0.543988175;0.271994088;2.105534392;4.068088525;10.71777313;15.21574886
52574;45.53353754;8.0865812;5042648;1428706;Ovest;001;Piemonte;20;0.062457902;0.031228951;4.770644658;0.694393135;38.98255488;53.86472224
